locale,service_url,primary_keyword,secondary_keywords,schema_type,canonical,internal_links,content_requirements,priority_score,service_mapping,service_slug,city_slug
en-gb,https://nrlc.ai/en-gb/services/multimodal-seo-ai/oldham/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/multimodal-seo-ai/oldham/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,multimodal-seo-ai,oldham
en-us,https://nrlc.ai/en-us/services/technical-audit-ai/sheffield/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/technical-audit-ai/sheffield/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,technical-audit-ai,sheffield
de-de,https://nrlc.ai/de-de/services/multimodal-seo-ai/oshawa/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/multimodal-seo-ai/oshawa/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,multimodal-seo-ai,oshawa
en-gb,https://nrlc.ai/en-gb/services/relevance-optimization-ai/huddersfield/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/relevance-optimization-ai/huddersfield/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,relevance-optimization-ai,huddersfield
ko-kr,https://nrlc.ai/ko-kr/services/json-ld-strategy/yokohama/,"schema markup kansas","schema markup jacksonville",Service,https://nrlc.ai/ko-kr/services/json-ld-strategy/yokohama/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'schema markup kansas' in H1 and first paragraph; Reference secondary keywords: 'schema markup jacksonville' in body content; Include schema markup examples; Reference JSON-LD implementation",2.5,structured_data_engineering,json-ld-strategy,yokohama
en-us,https://nrlc.ai/en-us/services/conversational-seo-ai/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/conversational-seo-ai/kazo/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversational-seo-ai,kazo
en-us,https://nrlc.ai/services/structured-data-ai/jacksonville/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/structured-data-ai/jacksonville/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,structured-data-ai,jacksonville
fr-fr,https://nrlc.ai/fr-fr/services/conversion-optimization-ai/virginia-beach/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/conversion-optimization-ai/virginia-beach/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversion-optimization-ai,virginia-beach
en-us,https://nrlc.ai/services/semantic-seo-ai/columbus/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/semantic-seo-ai/columbus/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,semantic-seo-ai,columbus
ko-kr,https://nrlc.ai/ko-kr/services/perplexity-optimization/anyang/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/ko-kr/services/perplexity-optimization/anyang/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,perplexity-optimization,anyang
en-us,https://nrlc.ai/services/copilot-optimization/stockport/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/copilot-optimization/stockport/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,copilot-optimization,stockport
en-gb,https://nrlc.ai/en-gb/services/technical-seo/middlesbrough/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/technical-seo/middlesbrough/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,technical-seo,middlesbrough
en-us,https://nrlc.ai/services/recommendation-ai/middlesbrough/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/recommendation-ai/middlesbrough/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,recommendation-ai,middlesbrough
fr-fr,https://nrlc.ai/fr-fr/services/generative-seo/oldham/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/fr-fr/services/generative-seo/oldham/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,generative-seo,oldham
en-us,https://nrlc.ai/en-us/services/conversion-optimization-ai/huddersfield/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/conversion-optimization-ai/huddersfield/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversion-optimization-ai,huddersfield
en-us,https://nrlc.ai/en-us/services/generative-seo/huddersfield/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/generative-seo/huddersfield/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,generative-seo,huddersfield
de-de,https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,voice-search-optimization,san-antonio
en-us,https://nrlc.ai/en-us/services/conversational-seo-ai/colorado-springs/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/conversational-seo-ai/colorado-springs/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversational-seo-ai,colorado-springs
